Country,Item Type,Order Date,Order ID,Order Priority,Region,Sales Channel,Ship Date,Total Cost,Total Revenue,Units Sold
Canada,Cereal,04/19/2016,576582183,M,North America,Offline,05/19/2016,811393.81,1387539.88,6803
United Arab Emirates,Beverages,04/11/2013,938313402,H,Middle East and Africa,Online,04/16/2013,142324.76,213809.35,4603
South Africa,Office Supplies,01/02/2013,916048218,H,Middle East and Africa,Online,01/15/2013,3221008.7,4081052.3,6110
United Arab Emirates,Household,05/04/2013,193397288,H,Middle East and Africa,Online,05/09/2013,1826000.68,5171365.96,7468
Saudi Arabia,Clothes,12/21/2017,973521043,M,Middle East and Africa,Offline,01/18/2018,102216.94,316827.41,2819
United Kingdom,Personal Care,09/10/2016,410669201,L,Europe,Offline,10/27/2016,159104.86,238357.2,2858
India,Cereal,02/09/2013,989575564,C,Asia-Pacific,Online,02/11/2013,259645.32,477653.7,2274
Turkey,Household,06/23/2016,953193777,C,Europe,Online,06/26/2016,1703045.52,4406351.4,6886
Canada,Office Supplies,02/06/2015,931221434,L,North America,Offline,04/07/2015,4176645.44,5009885.76,8096
Mexico,Meat,12/30/2015,631196129,L,North America,Online,02/10/2016,1619935.52,2361495.08,3668
Singapore,Cosmetics,05/07/2016,918464025,L,Asia-Pacific,Online,07/03/2016,2181176.92,3658615.93,8051
United States,Beverages,05/24/2011,559346003,C,North America,Online,05/26/2011,231994.5,364887.4,7330
France,Snacks,01/27/2013,796763109,L,Europe,Online,02/28/2013,893363.85,1263331.9,6005
United Kingdom,Household,10/25/2014,611967311,L,Europe,Online,12/14/2014,407346.7,1012078.42,1594
United States,Personal Care,02/08/2010,553456129,M,North America,Offline,02/23/2010,334974.63,491089.88,5729
Sweden,Beverages,01/01/2011,247241457,M,Europe,Offline,01/19/2011,55848.0,88175.4,1790
United Arab Emirates,Snacks,12/13/2015,774395804,M,Middle East and Africa,Online,12/28/2015,422855.96,607365.8,2788
Poland,Personal Care,12/22/2010,512351122,C,Europe,Online,12/23/2010,139033.3,197326.78,2393
Australia,Fruits,02/08/2013,752398123,M,Asia-Pacific,Online,02/25/2013,28988.4,39234.3,4165
India,Snacks,10/22/2015,793819512,L,Asia-Pacific,Online,12/10/2015,1248867.84,1780838.4,8448
United States,Meat,09/14/2012,112956853,C,North America,Online,09/18/2012,3969255.7,6367775.7,9830
Singapore,Cereal,02/05/2014,927175323,C,Asia-Pacific,Offline,02/10/2014,352156.7,630096.5,2930
United States,Personal Care,12/09/2012,527322429,H,North America,Online,12/17/2012,44413.12,64220.8,752
Australia,Household,03/08/2017,432759989,C,Asia-Pacific,Online,03/13/2017,2256930.88,5820487.2,8908
Mexico,Clothes,05/20/2014,356234948,M,North America,Offline,06/06/2014,189365.55,579183.99,5181
United States,Beverages,02/01/2015,895275666,C,North America,Online,02/06/2015,31211.18,48648.6,1001
Germany,Baby Food,11/03/2011,873916084,M,Europe,Online,12/03/2011,274896.8,1517250.0,5780
Japan,Fruits,04/29/2011,168582026,M,Asia-Pacific,Offline,05/14/2011,39842.44,50962.56,5588
India,Meat,08/16/2010,930355646,C,Asia-Pacific,Offline,08/20/2010,3828394.08,5652663.66,9387
Mexico,Snacks,09/16/2015,149372289,H,North America,Online,09/21/2015,129759.05,166433.12,821
Egypt,Household,05/25/2010,873403266,M,Middle East and Africa,Online,06/22/2010,929350.22,2503567.26,3778
Singapore,Beverages,08/19/2015,149315449,L,Asia-Pacific,Online,10/09/2015,29600.74,47032.18,962
Saudi Arabia,Meat,09/02/2013,413097844,L,Middle East and Africa,Offline,10/04/2013,3848261.27,5637496.18,9161
Japan,Meat,03/11/2012,106848195,L,Asia-Pacific,Offline,05/03/2012,3919295.52,5501753.64,9054
Saudi Arabia,Clothes,10/04/2013,211614410,L,Middle East and Africa,Online,11/03/2013,232331.76,700064.64,6264
Belgium,Clothes,09/03/2010,658087211,C,Europe,Offline,09/05/2010,161035.92,533413.92,4684
Egypt,Meat,09/02/2015,567059305,H,Middle East and Africa,Online,09/09/2015,2650315.95,4118864.58,6561
Italy,Cosmetics,05/29/2014,180195016,L,Europe,Offline,07/20/2014,1407750.3,2326267.35,5445
France,Personal Care,03/09/2011,675444604,H,Europe,Online,03/16/2011,421623.2,604441.05,7465
Japan,Meat,12/21/2012,426648350,L,Asia-Pacific,Offline,02/16/2013,835115.04,1326594.72,2064
United States,Fruits,12/22/2017,420877774,M,North America,Online,01/13/2018,40606.8,52818.48,5928
Japan,Baby Food,03/27/2016,952346725,C,Asia-Pacific,Offline,04/01/2016,190907.29,1027788.16,4193
Germany,Baby Food,06/20/2011,792225271,H,Europe,Online,06/28/2011,312094.92,1723118.43,6663
Mexico,Personal Care,03/31/2010,238288872,L,North America,Online,05/02/2010,196834.05,271360.53,3339
Canada,Beverages,07/27/2010,632711663,H,North America,Offline,08/03/2010,300073.16,460942.02,9502
Canada,Snacks,12/20/2013,259591761,C,North America,Online,12/22/2013,472208.9,671065.36,3166
Mexico,Personal Care,08/06/2015,511259527,M,North America,Offline,09/03/2015,515849.1,714799.92,9122
Poland,Clothes,04/16/2014,707363258,M,Europe,Online,05/12/2014,286524.0,868406.49,7959
Australia,Cosmetics,07/30/2013,162911855,M,Asia-Pacific,Online,08/21/2013,158775.0,260640.4,580
Egypt,Personal Care,02/15/2011,891412300,M,Middle East and Africa,Online,03/09/2011,224222.85,341539.81,4051
United States,Personal Care,12/13/2011,849070816,C,North America,Offline,12/15/2011,227330.25,334814.25,3975
India,Vegetables,04/25/2016,628524423,L,Asia-Pacific,Online,06/24/2016,299264.16,505746.56,3184
Japan,Meat,08/19/2010,100733897,H,Asia-Pacific,Online,08/27/2010,4082668.71,6225116.4,9957
Japan,Cereal,08/18/2013,252098390,L,Asia-Pacific,Online,09/18/2013,51857.82,96348.69,459
Mexico,Fruits,11/25/2017,446392556,H,North America,Offline,12/10/2017,45935.38,60413.58,6581
France,Vegetables,04/13/2017,758965006,C,Europe,Offline,04/16/2017,274160.74,457899.54,2954
Japan,Snacks,06/10/2013,853775825,M,Asia-Pacific,Offline,07/04/2013,322784.76,442643.14,2186
Saudi Arabia,Cereal,03/04/2017,900306310,L,Middle East and Africa,Online,04/21/2017,220607.1,357949.55,1805
United States,Fruits,02/18/2017,883064819,L,North America,Online,04/17/2017,11088.42,14737.97,1553
Australia,Baby Food,10/19/2012,873538202,L,Asia-Pacific,Online,12/10/2012,56555.4,317758.1,1210
United States,Household,11/13/2011,503026384,C,North America,Offline,11/17/2011,2126361.78,5383822.74,8178
Canada,Personal Care,01/23/2015,212447665,M,North America,Online,02/09/2015,35914.97,51921.75,647
Canada,Cereal,11/04/2010,618334675,C,North America,Online,11/09/2010,187216.25,350480.0,1625
Canada,Snacks,10/06/2011,539460908,M,North America,Offline,10/22/2011,263850.0,392643.98,1759
Singapore,Cosmetics,07/23/2010,158524142,M,Asia-Pacific,Online,08/19/2010,2505346.88,4135185.6,9467
India,Household,06/04/2017,322214072,H,Asia-Pacific,Offline,06/19/2017,2482852.68,6370430.22,9933
Turkey,Cosmetics,04/19/2011,384546308,H,Europe,Offline,04/28/2011,1736046.72,3004889.52,6612
Mexico,Office Supplies,02/28/2014,572167680,C,North America,Online,03/04/2014,3128353.52,3823775.6,6152
Egypt,Clothes,09/12/2011,681376445,L,Middle East and Africa,Online,11/05/2011,57862.24,181147.88,1684
United Arab Emirates,Office Supplies,11/11/2015,714947283,H,Middle East and Africa,Offline,11/22/2015,4745102.94,6030356.99,8873
Sweden,Cosmetics,05/23/2010,827497537,H,Europe,Offline,06/05/2010,2590357.04,4259315.72,9458
Germany,Meat,05/17/2012,833500385,M,Europe,Online,06/07/2012,872434.2,1294262.42,2167
United Arab Emirates,Snacks,08/02/2013,450175988,M,Middle East and Africa,Offline,08/19/2013,230076.75,321653.0,1525
Australia,Baby Food,08/25/2014,207593219,C,Asia-Pacific,Online,08/27/2014,120762.56,650681.92,2528
Mexico,Beverages,08/11/2014,607929943,L,North America,Offline,09/18/2014,205785.0,304661.25,6375
United States,Cosmetics,12/07/2016,455939049,C,North America,Online,12/12/2016,1678133.58,3034710.63,6681
United Kingdom,Vegetables,03/06/2014,401019924,C,Europe,Offline,03/07/2014,528675.7,851054.05,5635
Saudi Arabia,Clothes,12/20/2014,195871030,M,Middle East and Africa,Offline,01/14/2015,165483.24,498481.02,4514
Sweden,Clothes,10/17/2015,434065879,C,Europe,Offline,10/20/2015,36607.8,107661.0,1020
United Arab Emirates,Office Supplies,02/29/2012,486949792,H,Middle East and Africa,Online,03/08/2012,534329.64,676898.28,1044
Spain,Fruits,02/15/2017,578999915,C,Europe,Offline,02/16/2017,4044.0,5592.0,600
Sweden,Personal Care,11/01/2011,406090918,L,Europe,Offline,12/27/2011,251892.96,361141.99,4337
Canada,Baby Food,06/25/2012,121531054,M,North America,Online,07/17/2012,161622.45,882106.39,3487
Canada,Cereal,07/05/2012,395685474,M,North America,Online,07/28/2012,610438.4,1071891.04,5104
South Africa,Fruits,06/12/2012,526439295,C,Middle East and Africa,Offline,06/16/2012,35552.0,48631.5,5050
United States,Office Supplies,05/07/2013,396871629,L,North America,Offline,06/27/2013,980404.0,1198469.05,1871
Singapore,Cosmetics,09/07/2011,961531511,L,Asia-Pacific,Online,10/23/2011,1105532.45,1818870.35,4037
Egypt,Snacks,05/08/2017,516907018,M,Middle East and Africa,Online,06/07/2017,736062.13,1044801.91,4943
Mexico,Vegetables,12/31/2017,821413281,M,North America,Offline,01/22/2018,816711.21,1361539.71,8859
Singapore,Cereal,02/04/2011,700255667,M,Asia-Pacific,Offline,03/06/2011,263366.28,461884.68,2196
Turkey,Fruits,12/26/2013,499090969,H,Europe,Online,01/03/2014,35198.66,49719.39,5131
Singapore,Meat,08/08/2010,607042021,H,Asia-Pacific,Offline,08/23/2010,4108630.08,6096767.27,9661
Belgium,Beverages,08/20/2014,539366395,C,Europe,Offline,08/21/2014,78744.8,118297.1,2570
United Arab Emirates,Fruits,06/21/2015,585388459,M,Middle East and Africa,Online,07/16/2015,20349.63,26733.24,2997
Japan,Cereal,12/27/2010,612604642,M,Asia-Pacific,Offline,01/15/2011,855017.35,1467730.55,7205
Saudi Arabia,Baby Food,02/27/2010,772899961,M,Middle East and Africa,Offline,03/24/2010,404624.0,2286152.0,8800
Italy,Vegetables,06/13/2011,170101400,L,Europe,Offline,07/16/2011,580688.64,964430.88,6384
Canada,Cosmetics,11/12/2014,905430477,C,North America,Offline,11/14/2014,1579568.85,2496140.55,5715
France,Household,07/07/2012,281445989,H,Europe,Online,07/14/2012,912463.6,2400365.6,3560
Canada,Vegetables,03/07/2017,151497057,H,North America,Offline,03/16/2017,815655.05,1377974.11,8861
Mexico,Baby Food,09/04/2014,853625262,H,North America,Online,09/16/2014,289027.8,1575980.1,6330
Italy,Vegetables,09/20/2014,750294914,H,Europe,Offline,10/05/2014,162087.14,264012.08,1754
Poland,Beverages,04/12/2011,382387564,H,Europe,Offline,04/18/2011,254470.82,379931.62,8254
Netherlands,Vegetables,10/19/2011,616108982,C,Europe,Offline,10/20/2011,825372.0,1358004.8,9080
Japan,Baby Food,03/29/2011,649439435,H,Asia-Pacific,Online,04/12/2011,375249.05,2006299.9,8195
Mexico,Vegetables,03/24/2017,598514021,H,North America,Offline,04/01/2017,723190.71,1144426.36,7583
United States,Cereal,01/15/2014,914115345,H,North America,Offline,01/30/2014,607121.52,1033109.4,5223
United States,Cereal,01/04/2014,975061242,M,North America,Offline,02/02/2014,546322.3,886998.35,4495
Japan,Beverages,02/13/2015,552839683,C,Asia-Pacific,Offline,02/16/2015,207911.41,303939.65,6419
Germany,Cereal,03/01/2011,570473733,H,Europe,Online,03/12/2011,1143145.98,2025219.36,9778
Ireland,Household,09/04/2017,541613113,L,Europe,Online,11/01/2017,560067.2,1495155.2,2240
Saudi Arabia,Beverages,02/20/2010,706677256,L,Middle East and Africa,Offline,04/13/2010,283902.72,415851.38,8698
Turkey,Fruits,06/03/2017,513258121,H,Europe,Offline,06/11/2017,54445.95,75872.55,7995
Belgium,Personal Care,03/20/2017,277601056,H,Europe,Online,03/27/2017,491662.95,709285.63,8383
Canada,Fruits,02/13/2013,533015368,M,North America,Offline,03/01/2013,56565.65,79511.3,8405
Germany,Meat,12/27/2010,900194244,C,Europe,Offline,12/31/2010,3074501.12,4851732.48,7424
United States,Household,04/01/2016,764717221,C,North America,Online,04/06/2016,26378.22,70152.54,102
Japan,Snacks,01/28/2014,924007087,C,Asia-Pacific,Offline,01/29/2014,592178.16,786156.56,3752
Egypt,Vegetables,02/04/2011,958899743,C,Middle East and Africa,Online,02/06/2011,12081.15,21483.9,135
Singapore,Vegetables,11/04/2011,539386707,H,Asia-Pacific,Online,11/16/2011,225357.86,378877.8,2401
Canada,Personal Care,05/10/2011,869645166,M,North America,Online,06/06/2011,204953.76,305196.96,3632
India,Household,01/20/2015,635613177,H,Asia-Pacific,Online,02/01/2015,2554639.4,6280756.75,9755
Mexico,Vegetables,07/24/2016,842833609,H,North America,Offline,08/05/2016,787933.72,1351682.64,8428
France,Beverages,08/27/2015,918593554,C,Europe,Offline,08/31/2015,231804.29,343913.78,6959
Spain,Household,01/29/2015,903617229,L,Europe,Offline,03/25/2015,551576.15,1542649.2,2285
Singapore,Vegetables,05/08/2012,862782374,M,Asia-Pacific,Online,06/01/2012,545533.32,854338.8,5757
Belgium,Office Supplies,12/13/2013,862489444,L,Europe,Online,01/29/2014,4218600.7,5419918.8,7970
Egypt,Household,04/14/2010,386665729,H,Middle East and Africa,Online,04/25/2010,593604.06,1584465.84,2481
Spain,Snacks,09/12/2010,485132332,L,Europe,Online,11/03/2010,730676.1,1056040.65,4935
Saudi Arabia,Personal Care,08/31/2012,946228305,M,Middle East and Africa,Offline,09/24/2012,51349.21,70223.89,869
India,Baby Food,12/16/2016,856589701,L,Asia-Pacific,Online,02/11/2017,360738.18,1955875.02,7359
Japan,Vegetables,01/13/2015,651738859,M,Asia-Pacific,Offline,02/02/2015,116265.6,196719.6,1320
Canada,Baby Food,03/29/2016,106061417,C,North America,Offline,04/01/2016,102269.04,589229.41,2231
Australia,Vegetables,09/22/2011,761004783,M,Asia-Pacific,Online,10/17/2011,857991.15,1587752.88,9879
Australia,Personal Care,12/08/2017,173203925,L,Asia-Pacific,Online,01/17/2018,479636.64,689238.2,8708
Poland,Office Supplies,12/02/2013,415223070,C,Europe,Online,12/04/2013,1918040.35,2301554.95,3595
Ireland,Office Supplies,04/15/2011,766935087,C,Europe,Online,04/18/2011,3784353.33,4888138.47,7401
United Kingdom,Snacks,04/10/2011,654982592,L,Europe,Offline,05/22/2011,659176.57,897089.44,4303
Australia,Meat,04/22/2017,279738803,H,Asia-Pacific,Offline,04/30/2017,2259423.04,3484222.0,5348
Mexico,Beverages,09/08/2017,896045379,M,North America,Online,10/06/2017,55591.7,88316.02,1802
Saudi Arabia,Vegetables,02/24/2015,952781636,M,Middle East and Africa,Online,03/21/2015,62769.6,105976.8,720
India,Personal Care,07/28/2014,118136542,M,Asia-Pacific,Offline,08/24/2014,430058.31,608119.38,7491
Saudi Arabia,Office Supplies,07/26/2016,411209672,H,Middle East and Africa,Online,07/31/2016,667044.61,839641.71,1289
India,Cosmetics,06/07/2014,901820909,C,Asia-Pacific,Offline,06/08/2014,1999912.2,3342231.75,7865
Egypt,Snacks,08/06/2017,232322744,M,Middle East and Africa,Offline,09/01/2017,43258.8,60426.96,282
United States,Personal Care,06/02/2013,650349270,C,North America,Online,06/04/2013,315544.32,487591.65,5733
France,Cereal,03/06/2012,158398995,M,Europe,Offline,03/24/2012,365786.81,635942.68,3071
Saudi Arabia,Cosmetics,02/07/2011,237669962,H,Middle East and Africa,Offline,02/15/2011,2527859.88,4131237.6,9612
Germany,Cosmetics,07/25/2013,844594995,H,Europe,Online,08/06/2013,1936675.23,3323724.11,7483
Ireland,Personal Care,10/21/2014,864717990,L,Europe,Offline,11/25/2014,9954.19,15046.74,179
Egypt,Fruits,05/20/2015,692353117,M,Middle East and Africa,Offline,06/18/2015,50440.72,67673.4,7396
United States,Snacks,07/28/2011,182100852,H,North America,Offline,08/10/2011,494282.46,734406.12,3318
United States,Office Supplies,08/13/2016,679473892,H,North America,Offline,08/21/2016,369369.0,457828.0,700
United Arab Emirates,Fruits,08/12/2016,526044822,C,Middle East and Africa,Online,08/15/2016,15821.7,21416.62,2293
India,Snacks,10/07/2015,707536579,M,Asia-Pacific,Online,10/26/2015,1092085.8,1589593.2,7410
Sweden,Fruits,06/21/2015,817888322,H,Europe,Online,06/29/2015,7632.04,10251.32,1129
Belgium,Fruits,02/06/2015,855631043,C,Europe,Offline,02/07/2015,5459.25,6905.01,753
Singapore,Personal Care,05/01/2017,183577346,M,Asia-Pacific,Offline,05/28/2017,347879.45,517103.3,6085
Australia,Clothes,11/14/2013,249216081,C,Asia-Pacific,Offline,11/18/2013,297765.54,830912.22,7998
United Arab Emirates,Clothes,05/16/2012,977198832,H,Middle East and Africa,Offline,05/23/2012,109436.82,349053.18,3162
Mexico,Clothes,04/10/2011,794989306,C,North America,Offline,04/14/2011,284077.44,875984.88,7944
Saudi Arabia,Clothes,06/07/2016,714469480,H,Middle East and Africa,Online,06/21/2016,94577.67,299701.38,2739
United Kingdom,Cereal,10/18/2015,119993108,L,Europe,Online,12/17/2015,797376.34,1395661.42,6742
India,Clothes,05/27/2015,953212504,C,Asia-Pacific,Offline,05/29/2015,136751.88,407743.72,3694
Ireland,Snacks,09/09/2017,506101350,L,Europe,Online,10/19/2017,1159842.45,1535313.68,7529
United Arab Emirates,Beverages,11/12/2015,290505619,H,Middle East and Africa,Online,11/25/2015,229054.91,334547.15,6977
Saudi Arabia,Office Supplies,05/30/2015,101288710,H,Middle East and Africa,Online,06/14/2015,1220444.1,1461175.95,2235
South Africa,Fruits,07/28/2012,917696516,H,Middle East and Africa,Offline,08/09/2012,43279.72,60985.06,6346
Canada,Cereal,08/10/2012,538781057,L,North America,Offline,10/08/2012,168761.61,314411.85,1473
Japan,Baby Food,10/30/2015,439196880,H,Asia-Pacific,Online,11/04/2015,300835.92,1623877.08,6244
Egypt,Beverages,04/22/2017,492607356,M,Middle East and Africa,Offline,05/15/2017,144222.52,206301.29,4381
Australia,Clothes,01/03/2012,429266242,C,Asia-Pacific,Offline,01/06/2012,333730.4,987023.4,9260
Australia,Vegetables,07/30/2012,944048177,M,Asia-Pacific,Online,08/28/2012,240075.0,424022.5,2750
India,Cereal,01/09/2011,168805869,C,Asia-Pacific,Online,01/11/2011,955676.7,1599603.99,7827
Japan,Fruits,04/24/2014,161700457,H,Asia-Pacific,Online,05/05/2014,58465.72,84287.36,8636
Turkey,Meat,04/06/2012,648196577,C,Europe,Online,04/11/2012,1957112.85,3068429.1,4785
Ireland,Cereal,09/06/2012,396284956,H,Europe,Offline,09/21/2012,12758.72,20508.8,104
Egypt,Snacks,07/28/2016,196814848,C,Middle East and Africa,Offline,07/30/2016,1246020.58,1866155.9,8582
Singapore,Fruits,10/19/2016,104994458,L,Asia-Pacific,Online,12/18/2016,22647.43,30371.88,3287
Japan,Household,08/23/2015,376696166,H,Asia-Pacific,Online,09/01/2015,1483555.5,3903851.7,5670
Australia,Household,10/23/2013,617511527,C,Asia-Pacific,Online,10/27/2013,1991386.24,5295934.08,7648
Canada,Beverages,08/04/2017,675151857,C,North America,Online,08/06/2017,166120.72,246466.0,5272
Mexico,Cosmetics,01/16/2011,611697526,M,North America,Offline,02/12/2011,1438125.51,2600910.18,5703
Singapore,Clothes,08/30/2017,889660946,L,Asia-Pacific,Online,10/28/2017,115225.6,340790.0,3215
Spain,Clothes,10/19/2012,184275390,M,Europe,Online,11/14/2012,97810.2,279120.15,2655
Saudi Arabia,Office Supplies,03/01/2014,716885481,H,Middle East and Africa,Offline,03/15/2014,2762857.52,3596412.94,5267
Australia,Cereal,06/28/2012,554381628,L,Asia-Pacific,Offline,08/21/2012,1076632.48,1969084.04,9548
Saudi Arabia,Office Supplies,09/12/2017,656418530,L,Middle East and Africa,Offline,11/05/2017,1548789.73,1856289.87,2963
Egypt,Vegetables,07/24/2017,757965465,H,Middle East and Africa,Online,08/01/2017,578987.72,956052.92,6316
Japan,Office Supplies,01/08/2013,326057528,L,Asia-Pacific,Online,02/22/2013,2963020.32,3725114.73,5721
Egypt,Fruits,01/21/2015,345421677,C,Middle East and Africa,Offline,01/23/2015,63010.26,88933.4,9461
Mexico,Cosmetics,04/10/2014,607865951,M,North America,Offline,05/01/2014,675091.47,1114151.07,2489
United States,Household,01/27/2017,422159250,C,North America,Online,02/01/2017,2264822.56,6081584.32,8848
India,Household,09/03/2010,583027931,H,Asia-Pacific,Online,09/11/2010,1065902.76,2887868.7,4266
Singapore,Fruits,11/10/2013,750232313,L,Asia-Pacific,Offline,12/10/2013,45594.36,66200.82,6846
Ireland,Personal Care,12/25/2013,184189438,M,Europe,Offline,01/19/2014,479005.8,708014.58,8463
Egypt,Meat,03/08/2017,176605123,M,Middle East and Africa,Online,04/02/2017,2996711.73,4403048.22,7011
United States,Fruits,07/21/2013,577706000,M,North America,Offline,08/14/2013,31329.18,41368.86,4482
Australia,Household,04/05/2010,852367594,M,Asia-Pacific,Online,04/24/2010,1003787.44,2751728.8,3944
United States,Cereal,01/27/2011,526288946,C,North America,Online,01/28/2011,924023.36,1538677.92,7852
United States,Cosmetics,05/06/2017,575839885,M,North America,Online,06/02/2017,1324041.6,2313145.12,5168
France,Office Supplies,05/24/2010,680447823,M,Europe,Online,06/19/2010,2953266.24,3523151.96,5428
Australia,Cereal,01/28/2017,472769123,M,Asia-Pacific,Offline,02/25/2017,1030275.0,1790639.64,8676
United Arab Emirates,Beverages,02/07/2014,661906534,C,Middle East and Africa,Offline,02/11/2014,133729.2,196586.28,4356
Netherlands,Cosmetics,09/18/2017,956808156,C,Europe,Online,09/22/2017,2042723.8,3552859.12,7916
Japan,Baby Food,08/14/2014,867658814,L,Asia-Pacific,Online,10/11/2014,437740.6,2310787.6,9284
South Africa,Clothes,09/26/2014,758435897,L,Middle East and Africa,Online,11/15/2014,144461.6,452941.44,4024
Singapore,Snacks,02/10/2012,783858343,L,Asia-Pacific,Offline,04/07/2012,180378.33,254737.23,1221
South Africa,Cosmetics,08/06/2013,299648970,C,Middle East and Africa,Online,08/07/2013,651810.24,1137188.16,2592
Canada,Cosmetics,02/03/2010,467126134,M,North America,Offline,02/25/2010,400763.01,689022.84,1577
Egypt,Meat,10/25/2017,256860613,L,Middle East and Africa,Offline,12/19/2017,256717.87,399236.43,619
Canada,Household,01/14/2012,230955221,H,North America,Offline,01/22/2012,1084504.8,2896811.37,4197
Poland,Meat,03/26/2012,607692567,M,Europe,Online,04/24/2012,692936.42,1071266.79,1639
Egypt,Fruits,03/01/2016,487005172,M,Middle East and Africa,Online,03/19/2016,29367.5,38845.0,4250
Mexico,Clothes,02/05/2017,727813474,H,North America,Online,02/16/2017,184685.6,609300.0,5416
Canada,Clothes,07/08/2016,367063493,H,North America,Online,07/20/2016,341432.8,1107584.32,9868
Sweden,Beverages,09/02/2010,235106204,L,Europe,Online,10/13/2010,84999.03,127983.43,2621
United Arab Emirates,Fruits,03/01/2012,142400500,L,Middle East and Africa,Offline,03/31/2012,42890.98,56538.11,6289
South Africa,Office Supplies,02/17/2012,602935000,L,Middle East and Africa,Offline,04/05/2012,1664528.25,2019627.61,3157
Japan,Beverages,04/26/2013,785075265,M,Asia-Pacific,Offline,05/19/2013,281483.01,404502.84,8973
United Arab Emirates,Baby Food,08/06/2013,516065124,L,Middle East and Africa,Online,09/28/2013,54803.4,291378.99,1137
Belgium,Snacks,11/16/2016,203354415,C,Europe,Online,11/19/2016,814212.0,1127188.2,5385
United States,Cereal,04/07/2012,789075603,M,North America,Online,04/25/2012,913902.0,1578755.64,8052
South Africa,Office Supplies,02/09/2014,804105516,L,Middle East and Africa,Online,03/18/2014,629743.4,855752.43,1261
Saudi Arabia,Meat,04/04/2016,762427117,H,Middle East and Africa,Offline,04/15/2016,2669207.8,3663077.46,6146
India,Vegetables,11/16/2010,670866707,H,Asia-Pacific,Offline,11/24/2010,751481.97,1356490.83,8611
United Arab Emirates,Clothes,04/06/2016,824230874,M,Middle East and Africa,Online,05/04/2016,67252.12,201299.36,1828
South Africa,Beverages,03/02/2016,744154611,M,Middle East and Africa,Online,03/29/2016,261667.36,383505.44,8368
Egypt,Fruits,08/16/2014,358473878,L,Middle East and Africa,Offline,10/09/2014,51151.1,65602.18,7154
Poland,Office Supplies,01/28/2015,405460403,L,Europe,Offline,03/13/2015,3294045.6,4101110.55,6605
Mexico,Cereal,05/15/2013,982551268,L,North America,Online,06/21/2013,438912.32,708817.34,3619
Japan,Beverages,12/27/2013,368281808,H,Asia-Pacific,Offline,01/03/2014,73471.68,116693.1,2367
Spain,Cosmetics,05/19/2016,285652633,H,Europe,Offline,05/27/2016,367216.08,613813.64,1364
Saudi Arabia,Personal Care,06/18/2016,459048149,L,Middle East and Africa,Online,07/30/2016,80690.1,117974.3,1385
Australia,Household,04/27/2017,158119446,H,Asia-Pacific,Online,05/11/2017,72840.6,194327.7,287
India,Fruits,08/20/2015,521854587,M,Asia-Pacific,Offline,09/11/2015,17245.49,24915.95,2609
Saudi Arabia,Clothes,06/04/2014,900275928,C,Middle East and Africa,Offline,06/06/2014,79841.25,246930.3,2265
Mexico,Household,06/21/2014,244816382,L,North America,Online,08/06/2014,1857263.58,4645288.26,7218
United Arab Emirates,Meat,04/17/2016,934052476,C,Middle East and Africa,Online,04/22/2016,3572743.02,5185942.76,8689
Egypt,Snacks,07/14/2017,469930807,H,Middle East and Africa,Online,07/25/2017,1059510.28,1453623.89,7039
Canada,Cereal,12/27/2016,314410364,L,North America,Offline,01/30/2017,817782.48,1552747.84,7316
Japan,Vegetables,08/12/2010,114746008,H,Asia-Pacific,Online,08/20/2010,237491.32,400495.81,2519
India,Cosmetics,04/04/2010,686718533,C,Asia-Pacific,Offline,04/07/2010,950246.6,1496290.4,3524
Australia,Personal Care,03/23/2014,947384695,M,Asia-Pacific,Online,04/08/2014,234818.0,342628.6,4285
India,Meat,05/11/2014,486782357,H,Asia-Pacific,Online,05/26/2014,1948759.65,2951023.05,4545
United States,Cosmetics,04/09/2014,741138124,C,North America,Online,04/14/2014,474242.07,755633.43,1731
United States,Clothes,06/12/2010,899283454,C,North America,Online,06/14/2010,308283.22,957748.41,8773
United Kingdom,Fruits,01/04/2017,396222040,L,Europe,Offline,02/12/2017,28814.94,38816.82,3969
Mexico,Cosmetics,03/23/2016,805375110,C,North America,Online,03/26/2016,964537.2,1725055.2,3795
Germany,Vegetables,09/06/2014,750009892,C,Europe,Online,09/08/2014,832586.22,1530186.66,9486
Australia,Office Supplies,04/26/2017,248294102,M,Asia-Pacific,Online,05/15/2017,5070463.47,6451944.25,9619
Japan,Household,07/24/2013,297713683,M,Asia-Pacific,Online,08/10/2013,2319565.68,6304126.83,9231
Japan,Vegetables,08/23/2014,783809682,H,Asia-Pacific,Offline,09/03/2014,458378.7,814951.8,5070
Japan,Clothes,01/27/2012,740337419,H,Asia-Pacific,Online,02/01/2012,161975.84,494200.72,4472
Italy,Snacks,11/22/2010,864524716,H,Europe,Offline,12/04/2010,350415.52,494420.64,2296
Japan,Household,07/18/2011,116121432,C,Asia-Pacific,Offline,07/20/2011,795564.94,2162614.56,3266
Australia,Clothes,09/28/2010,448854016,M,Asia-Pacific,Online,10/18/2010,271156.52,796613.49,7297
United Arab Emirates,Household,10/26/2016,714109940,C,Middle East and Africa,Online,10/30/2016,1295002.8,3645762.12,5226
Mexico,Beverages,06/23/2010,142146105,C,North America,Offline,06/25/2010,274362.18,427750.5,8598
Saudi Arabia,Clothes,06/19/2014,278763625,L,Middle East and Africa,Offline,08/16/2014,187376.98,544217.66,5089
